research_id,category_code,category_name,country,buyer_type,source_tier,source_name,source_url,market_fit_score,source_reliability_score,evidence_density_score,recommended_next_action,approval_required,notes,created_at,updated_at
DEM-EXP-ENG-001-UAE-2,EXP-ENG-001,Engineering Goods (Simple),UAE,Sector board or export promotion desk,TIER_2_SECTOR,FIEO Connect,https://connect.fieo.org,62,72,55,Use sector board evidence to identify country demand lanes; do not count as RFQ until buyer proof exists.,FALSE,"Public-source/portal-lane V1; owner standing authorization covers research login/signup, but operational demand still requires RFQ verification and all buyer/bid/payment/final commitments remain gated.",2026-06-30,2026-06-30
DEM-EXP-ENG-001-UAE-4,EXP-ENG-001,Engineering Goods (Simple),UAE,Marketplace lead triage,TIER_4_MARKETPLACE_RFQ,Alibaba — Buyer RFQs,https://rfq.alibaba.com,50,38,30,Treat as weak lead; require unmasked buyer identity and RFQ proof before promotion.,FALSE,"Public-source/portal-lane V1; owner standing authorization covers research login/signup, but operational demand still requires RFQ verification and all buyer/bid/payment/final commitments remain gated.",2026-06-30,2026-06-30
DEM-EXP-ENG-001-UAE-5,EXP-ENG-001,Engineering Goods (Simple),UAE,Named account research,TIER_5_STRATEGIC_ACCOUNT,India Business Portal (DGFT),https://www.indiabusinessportal.gov.in,62,52,35,Create named target-account research packet for owner-approved outreach drafting.,TRUE,"Public-source/portal-lane V1; owner standing authorization covers research login/signup, but operational demand still requires RFQ verification and all buyer/bid/payment/final commitments remain gated.",2026-06-30,2026-06-30
DEM-EXP-ENG-001-USA-1,EXP-ENG-001,Engineering Goods (Simple),USA,Institutional procurement desk,TIER_1_INSTITUTIONAL,UN Global Marketplace (UNGM),https://www.ungm.org,72,88,70,"Scan public notices for buyer-specific RFQs with reference, product, country, deadline, and portal/contact path.",FALSE,"Public-source/portal-lane V1; owner standing authorization covers research login/signup, but operational demand still requires RFQ verification and all buyer/bid/payment/final commitments remain gated.",2026-06-30,2026-06-30
DEM-EXP-ENG-001-USA-2,EXP-ENG-001,Engineering Goods (Simple),USA,Sector board or export promotion desk,TIER_2_SECTOR,FIEO Connect,https://connect.fieo.org,62,72,55,Use sector board evidence to identify country demand lanes; do not count as RFQ until buyer proof exists.,FALSE,"Public-source/portal-lane V1; owner standing authorization covers research login/signup, but operational demand still requires RFQ verification and all buyer/bid/payment/final commitments remain gated.",2026-06-30,2026-06-30
DEM-EXP-ENG-001-USA-4,EXP-ENG-001,Engineering Goods (Simple),USA,Marketplace lead triage,TIER_4_MARKETPLACE_RFQ,Alibaba — Buyer RFQs,https://rfq.alibaba.com,50,38,30,Treat as weak lead; require unmasked buyer identity and RFQ proof before promotion.,FALSE,"Public-source/portal-lane V1; owner standing authorization covers research login/signup, but operational demand still requires RFQ verification and all buyer/bid/payment/final commitments remain gated.",2026-06-30,2026-06-30
DEM-EXP-ENG-001-USA-5,EXP-ENG-001,Engineering Goods (Simple),USA,Named account research,TIER_5_STRATEGIC_ACCOUNT,India Business Portal (DGFT),https://www.indiabusinessportal.gov.in,62,52,35,Create named target-account research packet for owner-approved outreach drafting.,TRUE,"Public-source/portal-lane V1; owner standing authorization covers research login/signup, but operational demand still requires RFQ verification and all buyer/bid/payment/final commitments remain gated.",2026-06-30,2026-06-30
DEM-EXP-SPICE-001-MALAYSIA-1,EXP-SPICE-001,Spices and Condiments,Malaysia,Institutional procurement desk,TIER_1_INSTITUTIONAL,UN Global Marketplace (UNGM),https://www.ungm.org,85,88,70,"Scan public notices for buyer-specific RFQs with reference, product, country, deadline, and portal/contact path.",FALSE,"Public-source/portal-lane V1; owner standing authorization covers research login/signup, but operational demand still requires RFQ verification and all buyer/bid/payment/final commitments remain gated.",2026-06-30,2026-06-30
DEM-EXP-SPICE-001-MALAYSIA-2,EXP-SPICE-001,Spices and Condiments,Malaysia,Sector board or export promotion desk,TIER_2_SECTOR,FIEO Connect,https://connect.fieo.org,75,72,55,Use sector board evidence to identify country demand lanes; do not count as RFQ until buyer proof exists.,FALSE,"Public-source/portal-lane V1; owner standing authorization covers research login/signup, but operational demand still requires RFQ verification and all buyer/bid/payment/final commitments remain gated.",2026-06-30,2026-06-30
DEM-EXP-SPICE-001-MALAYSIA-4,EXP-SPICE-001,Spices and Condiments,Malaysia,Marketplace lead triage,TIER_4_MARKETPLACE_RFQ,Alibaba — Buyer RFQs,https://rfq.alibaba.com,63,38,30,Treat as weak lead; require unmasked buyer identity and RFQ proof before promotion.,FALSE,"Public-source/portal-lane V1; owner standing authorization covers research login/signup, but operational demand still requires RFQ verification and all buyer/bid/payment/final commitments remain gated.",2026-06-30,2026-06-30
DEM-EXP-SPICE-001-MALAYSIA-5,EXP-SPICE-001,Spices and Condiments,Malaysia,Named account research,TIER_5_STRATEGIC_ACCOUNT,India Business Portal (DGFT),https://www.indiabusinessportal.gov.in,75,52,35,Create named target-account research packet for owner-approved outreach drafting.,TRUE,"Public-source/portal-lane V1; owner standing authorization covers research login/signup, but operational demand still requires RFQ verification and all buyer/bid/payment/final commitments remain gated.",2026-06-30,2026-06-30
DEM-EXP-SPICE-001-SAUDIARABIA-1,EXP-SPICE-001,Spices and Condiments,Saudi Arabia,Institutional procurement desk,TIER_1_INSTITUTIONAL,UN Global Marketplace (UNGM),https://www.ungm.org,85,88,70,"Scan public notices for buyer-specific RFQs with reference, product, country, deadline, and portal/contact path.",FALSE,"Public-source/portal-lane V1; owner standing authorization covers research login/signup, but operational demand still requires RFQ verification and all buyer/bid/payment/final commitments remain gated.",2026-06-30,2026-06-30
DEM-EXP-SPICE-001-SAUDIARABIA-2,EXP-SPICE-001,Spices and Condiments,Saudi Arabia,Sector board or export promotion desk,TIER_2_SECTOR,FIEO Connect,https://connect.fieo.org,75,72,55,Use sector board evidence to identify country demand lanes; do not count as RFQ until buyer proof exists.,FALSE,"Public-source/portal-lane V1; owner standing authorization covers research login/signup, but operational demand still requires RFQ verification and all buyer/bid/payment/final commitments remain gated.",2026-06-30,2026-06-30
DEM-EXP-SPICE-001-SAUDIARABIA-4,EXP-SPICE-001,Spices and Condiments,Saudi Arabia,Marketplace lead triage,TIER_4_MARKETPLACE_RFQ,Alibaba — Buyer RFQs,https://rfq.alibaba.com,63,38,30,Treat as weak lead; require unmasked buyer identity and RFQ proof before promotion.,FALSE,"Public-source/portal-lane V1; owner standing authorization covers research login/signup, but operational demand still requires RFQ verification and all buyer/bid/payment/final commitments remain gated.",2026-06-30,2026-06-30
DEM-EXP-SPICE-001-SAUDIARABIA-5,EXP-SPICE-001,Spices and Condiments,Saudi Arabia,Named account research,TIER_5_STRATEGIC_ACCOUNT,India Business Portal (DGFT),https://www.indiabusinessportal.gov.in,75,52,35,Create named target-account research packet for owner-approved outreach drafting.,TRUE,"Public-source/portal-lane V1; owner standing authorization covers research login/signup, but operational demand still requires RFQ verification and all buyer/bid/payment/final commitments remain gated.",2026-06-30,2026-06-30
DEM-EXP-SPICE-001-UAE-1,EXP-SPICE-001,Spices and Condiments,UAE,Institutional procurement desk,TIER_1_INSTITUTIONAL,UN Global Marketplace (UNGM),https://www.ungm.org,85,88,70,"Scan public notices for buyer-specific RFQs with reference, product, country, deadline, and portal/contact path.",FALSE,"Public-source/portal-lane V1; owner standing authorization covers research login/signup, but operational demand still requires RFQ verification and all buyer/bid/payment/final commitments remain gated.",2026-06-30,2026-06-30
DEM-EXP-SPICE-001-UAE-2,EXP-SPICE-001,Spices and Condiments,UAE,Sector board or export promotion desk,TIER_2_SECTOR,FIEO Connect,https://connect.fieo.org,75,72,55,Use sector board evidence to identify country demand lanes; do not count as RFQ until buyer proof exists.,FALSE,"Public-source/portal-lane V1; owner standing authorization covers research login/signup, but operational demand still requires RFQ verification and all buyer/bid/payment/final commitments remain gated.",2026-06-30,2026-06-30
DEM-EXP-SPICE-001-UAE-4,EXP-SPICE-001,Spices and Condiments,UAE,Marketplace lead triage,TIER_4_MARKETPLACE_RFQ,Alibaba — Buyer RFQs,https://rfq.alibaba.com,63,38,30,Treat as weak lead; require unmasked buyer identity and RFQ proof before promotion.,FALSE,"Public-source/portal-lane V1; owner standing authorization covers research login/signup, but operational demand still requires RFQ verification and all buyer/bid/payment/final commitments remain gated.",2026-06-30,2026-06-30
DEM-EXP-SPICE-001-UAE-5,EXP-SPICE-001,Spices and Condiments,UAE,Named account research,TIER_5_STRATEGIC_ACCOUNT,India Business Portal (DGFT),https://www.indiabusinessportal.gov.in,75,52,35,Create named target-account research packet for owner-approved outreach drafting.,TRUE,"Public-source/portal-lane V1; owner standing authorization covers research login/signup, but operational demand still requires RFQ verification and all buyer/bid/payment/final commitments remain gated.",2026-06-30,2026-06-30
DEM-EXP-SPICE-001-UK-1,EXP-SPICE-001,Spices and Condiments,UK,Institutional procurement desk,TIER_1_INSTITUTIONAL,UN Global Marketplace (UNGM),https://www.ungm.org,85,88,70,"Scan public notices for buyer-specific RFQs with reference, product, country, deadline, and portal/contact path.",FALSE,"Public-source/portal-lane V1; owner standing authorization covers research login/signup, but operational demand still requires RFQ verification and all buyer/bid/payment/final commitments remain gated.",2026-06-30,2026-06-30
DEM-EXP-SPICE-001-UK-2,EXP-SPICE-001,Spices and Condiments,UK,Sector board or export promotion desk,TIER_2_SECTOR,FIEO Connect,https://connect.fieo.org,75,72,55,Use sector board evidence to identify country demand lanes; do not count as RFQ until buyer proof exists.,FALSE,"Public-source/portal-lane V1; owner standing authorization covers research login/signup, but operational demand still requires RFQ verification and all buyer/bid/payment/final commitments remain gated.",2026-06-30,2026-06-30
DEM-EXP-SPICE-001-UK-4,EXP-SPICE-001,Spices and Condiments,UK,Marketplace lead triage,TIER_4_MARKETPLACE_RFQ,Alibaba — Buyer RFQs,https://rfq.alibaba.com,63,38,30,Treat as weak lead; require unmasked buyer identity and RFQ proof before promotion.,FALSE,"Public-source/portal-lane V1; owner standing authorization covers research login/signup, but operational demand still requires RFQ verification and all buyer/bid/payment/final commitments remain gated.",2026-06-30,2026-06-30
DEM-EXP-SPICE-001-UK-5,EXP-SPICE-001,Spices and Condiments,UK,Named account research,TIER_5_STRATEGIC_ACCOUNT,India Business Portal (DGFT),https://www.indiabusinessportal.gov.in,75,52,35,Create named target-account research packet for owner-approved outreach drafting.,TRUE,"Public-source/portal-lane V1; owner standing authorization covers research login/signup, but operational demand still requires RFQ verification and all buyer/bid/payment/final commitments remain gated.",2026-06-30,2026-06-30
DEM-EXP-SPICE-001-USA-1,EXP-SPICE-001,Spices and Condiments,USA,Institutional procurement desk,TIER_1_INSTITUTIONAL,UN Global Marketplace (UNGM),https://www.ungm.org,85,88,70,"Scan public notices for buyer-specific RFQs with reference, product, country, deadline, and portal/contact path.",FALSE,"Public-source/portal-lane V1; owner standing authorization covers research login/signup, but operational demand still requires RFQ verification and all buyer/bid/payment/final commitments remain gated.",2026-06-30,2026-06-30
DEM-EXP-SPICE-001-USA-2,EXP-SPICE-001,Spices and Condiments,USA,Sector board or export promotion desk,TIER_2_SECTOR,FIEO Connect,https://connect.fieo.org,75,72,55,Use sector board evidence to identify country demand lanes; do not count as RFQ until buyer proof exists.,FALSE,"Public-source/portal-lane V1; owner standing authorization covers research login/signup, but operational demand still requires RFQ verification and all buyer/bid/payment/final commitments remain gated.",2026-06-30,2026-06-30
DEM-EXP-SPICE-001-USA-4,EXP-SPICE-001,Spices and Condiments,USA,Marketplace lead triage,TIER_4_MARKETPLACE_RFQ,Alibaba — Buyer RFQs,https://rfq.alibaba.com,63,38,30,Treat as weak lead; require unmasked buyer identity and RFQ proof before promotion.,FALSE,"Public-source/portal-lane V1; owner standing authorization covers research login/signup, but operational demand still requires RFQ verification and all buyer/bid/payment/final commitments remain gated.",2026-06-30,2026-06-30
DEM-EXP-SPICE-001-USA-5,EXP-SPICE-001,Spices and Condiments,USA,Named account research,TIER_5_STRATEGIC_ACCOUNT,India Business Portal (DGFT),https://www.indiabusinessportal.gov.in,75,52,35,Create named target-account research packet for owner-approved outreach drafting.,TRUE,"Public-source/portal-lane V1; owner standing authorization covers research login/signup, but operational demand still requires RFQ verification and all buyer/bid/payment/final commitments remain gated.",2026-06-30,2026-06-30
DEM-EXP-TEX-001-BANGLADESH-1,EXP-TEX-001,Textiles and Garments,Bangladesh,Institutional procurement desk,TIER_1_INSTITUTIONAL,UN Global Marketplace (UNGM),https://www.ungm.org,72,88,70,"Scan public notices for buyer-specific RFQs with reference, product, country, deadline, and portal/contact path.",FALSE,"Public-source/portal-lane V1; owner standing authorization covers research login/signup, but operational demand still requires RFQ verification and all buyer/bid/payment/final commitments remain gated.",2026-06-30,2026-06-30
DEM-EXP-TEX-001-BANGLADESH-2,EXP-TEX-001,Textiles and Garments,Bangladesh,Sector board or export promotion desk,TIER_2_SECTOR,FIEO Connect,https://connect.fieo.org,62,72,55,Use sector board evidence to identify country demand lanes; do not count as RFQ until buyer proof exists.,FALSE,"Public-source/portal-lane V1; owner standing authorization covers research login/signup, but operational demand still requires RFQ verification and all buyer/bid/payment/final commitments remain gated.",2026-06-30,2026-06-30
DEM-EXP-TEX-001-BANGLADESH-4,EXP-TEX-001,Textiles and Garments,Bangladesh,Marketplace lead triage,TIER_4_MARKETPLACE_RFQ,Alibaba — Buyer RFQs,https://rfq.alibaba.com,50,38,30,Treat as weak lead; require unmasked buyer identity and RFQ proof before promotion.,FALSE,"Public-source/portal-lane V1; owner standing authorization covers research login/signup, but operational demand still requires RFQ verification and all buyer/bid/payment/final commitments remain gated.",2026-06-30,2026-06-30
DEM-EXP-TEX-001-BANGLADESH-5,EXP-TEX-001,Textiles and Garments,Bangladesh,Named account research,TIER_5_STRATEGIC_ACCOUNT,India Business Portal (DGFT),https://www.indiabusinessportal.gov.in,62,52,35,Create named target-account research packet for owner-approved outreach drafting.,TRUE,"Public-source/portal-lane V1; owner standing authorization covers research login/signup, but operational demand still requires RFQ verification and all buyer/bid/payment/final commitments remain gated.",2026-06-30,2026-06-30
DEM-EXP-TEX-001-UAE-1,EXP-TEX-001,Textiles and Garments,UAE,Institutional procurement desk,TIER_1_INSTITUTIONAL,UN Global Marketplace (UNGM),https://www.ungm.org,72,88,70,"Scan public notices for buyer-specific RFQs with reference, product, country, deadline, and portal/contact path.",FALSE,"Public-source/portal-lane V1; owner standing authorization covers research login/signup, but operational demand still requires RFQ verification and all buyer/bid/payment/final commitments remain gated.",2026-06-30,2026-06-30
DEM-EXP-TEX-001-UAE-2,EXP-TEX-001,Textiles and Garments,UAE,Sector board or export promotion desk,TIER_2_SECTOR,FIEO Connect,https://connect.fieo.org,62,72,55,Use sector board evidence to identify country demand lanes; do not count as RFQ until buyer proof exists.,FALSE,"Public-source/portal-lane V1; owner standing authorization covers research login/signup, but operational demand still requires RFQ verification and all buyer/bid/payment/final commitments remain gated.",2026-06-30,2026-06-30
DEM-EXP-TEX-001-UAE-4,EXP-TEX-001,Textiles and Garments,UAE,Marketplace lead triage,TIER_4_MARKETPLACE_RFQ,Alibaba — Buyer RFQs,https://rfq.alibaba.com,50,38,30,Treat as weak lead; require unmasked buyer identity and RFQ proof before promotion.,FALSE,"Public-source/portal-lane V1; owner standing authorization covers research login/signup, but operational demand still requires RFQ verification and all buyer/bid/payment/final commitments remain gated.",2026-06-30,2026-06-30
DEM-EXP-TEX-001-UAE-5,EXP-TEX-001,Textiles and Garments,UAE,Named account research,TIER_5_STRATEGIC_ACCOUNT,India Business Portal (DGFT),https://www.indiabusinessportal.gov.in,62,52,35,Create named target-account research packet for owner-approved outreach drafting.,TRUE,"Public-source/portal-lane V1; owner standing authorization covers research login/signup, but operational demand still requires RFQ verification and all buyer/bid/payment/final commitments remain gated.",2026-06-30,2026-06-30
DEM-EXP-TEX-001-UK-1,EXP-TEX-001,Textiles and Garments,UK,Institutional procurement desk,TIER_1_INSTITUTIONAL,UN Global Marketplace (UNGM),https://www.ungm.org,72,88,70,"Scan public notices for buyer-specific RFQs with reference, product, country, deadline, and portal/contact path.",FALSE,"Public-source/portal-lane V1; owner standing authorization covers research login/signup, but operational demand still requires RFQ verification and all buyer/bid/payment/final commitments remain gated.",2026-06-30,2026-06-30
DEM-EXP-TEX-001-UK-2,EXP-TEX-001,Textiles and Garments,UK,Sector board or export promotion desk,TIER_2_SECTOR,FIEO Connect,https://connect.fieo.org,62,72,55,Use sector board evidence to identify country demand lanes; do not count as RFQ until buyer proof exists.,FALSE,"Public-source/portal-lane V1; owner standing authorization covers research login/signup, but operational demand still requires RFQ verification and all buyer/bid/payment/final commitments remain gated.",2026-06-30,2026-06-30
DEM-EXP-TEX-001-UK-4,EXP-TEX-001,Textiles and Garments,UK,Marketplace lead triage,TIER_4_MARKETPLACE_RFQ,Alibaba — Buyer RFQs,https://rfq.alibaba.com,50,38,30,Treat as weak lead; require unmasked buyer identity and RFQ proof before promotion.,FALSE,"Public-source/portal-lane V1; owner standing authorization covers research login/signup, but operational demand still requires RFQ verification and all buyer/bid/payment/final commitments remain gated.",2026-06-30,2026-06-30
DEM-EXP-TEX-001-UK-5,EXP-TEX-001,Textiles and Garments,UK,Named account research,TIER_5_STRATEGIC_ACCOUNT,India Business Portal (DGFT),https://www.indiabusinessportal.gov.in,62,52,35,Create named target-account research packet for owner-approved outreach drafting.,TRUE,"Public-source/portal-lane V1; owner standing authorization covers research login/signup, but operational demand still requires RFQ verification and all buyer/bid/payment/final commitments remain gated.",2026-06-30,2026-06-30
DEM-EXP-TEX-001-USA-1,EXP-TEX-001,Textiles and Garments,USA,Institutional procurement desk,TIER_1_INSTITUTIONAL,UN Global Marketplace (UNGM),https://www.ungm.org,72,88,70,"Scan public notices for buyer-specific RFQs with reference, product, country, deadline, and portal/contact path.",FALSE,"Public-source/portal-lane V1; owner standing authorization covers research login/signup, but operational demand still requires RFQ verification and all buyer/bid/payment/final commitments remain gated.",2026-06-30,2026-06-30
DEM-EXP-TEX-001-USA-2,EXP-TEX-001,Textiles and Garments,USA,Sector board or export promotion desk,TIER_2_SECTOR,FIEO Connect,https://connect.fieo.org,62,72,55,Use sector board evidence to identify country demand lanes; do not count as RFQ until buyer proof exists.,FALSE,"Public-source/portal-lane V1; owner standing authorization covers research login/signup, but operational demand still requires RFQ verification and all buyer/bid/payment/final commitments remain gated.",2026-06-30,2026-06-30
DEM-EXP-TEX-001-USA-4,EXP-TEX-001,Textiles and Garments,USA,Marketplace lead triage,TIER_4_MARKETPLACE_RFQ,Alibaba — Buyer RFQs,https://rfq.alibaba.com,50,38,30,Treat as weak lead; require unmasked buyer identity and RFQ proof before promotion.,FALSE,"Public-source/portal-lane V1; owner standing authorization covers research login/signup, but operational demand still requires RFQ verification and all buyer/bid/payment/final commitments remain gated.",2026-06-30,2026-06-30
DEM-EXP-TEX-001-USA-5,EXP-TEX-001,Textiles and Garments,USA,Named account research,TIER_5_STRATEGIC_ACCOUNT,India Business Portal (DGFT),https://www.indiabusinessportal.gov.in,62,52,35,Create named target-account research packet for owner-approved outreach drafting.,TRUE,"Public-source/portal-lane V1; owner standing authorization covers research login/signup, but operational demand still requires RFQ verification and all buyer/bid/payment/final commitments remain gated.",2026-06-30,2026-06-30
